iter	MAE
7885	10.22041799
7890	10.21829892
7895	10.21647157
7900	10.21437202
7905	10.21220468
7910	10.21035063
7915	10.20768202
7920	10.20554858
7925	10.20361749
7930	10.20131969
7935	10.19932491
7940	10.19731986
7945	10.19507651
7950	10.19265648
7955	10.19061548
7960	10.18822011
7965	10.18651705
7970	10.18457158
7975	10.18268568
7980	10.18063749
7985	10.17902688
7990	10.17735566
7995	10.1753804
8000	10.17355921
8005	10.17111145
8010	10.16921837
8015	10.16700069
8020	10.16505522
8025	10.16305941
8030	10.16098452
8035	10.15885518
8040	10.15683781
8045	10.15502278
8050	10.15301774
8055	10.15086683
8060	10.1489306
8065	10.14692863
8070	10.14453223
8075	10.14272748
8080	10.14069572
8085	10.13911901
8090	10.13764398
8095	10.13573343
8100	10.13410741
8105	10.13222563
8110	10.12927866
8115	10.12714726
8120	10.12460398
8125	10.12275506
8130	10.12091744
8135	10.11866689
8140	10.11647798
8145	10.11423668
8150	10.1124535
8155	10.11019577
8160	10.10834274
8165	10.10636748
8170	10.10461409
8175	10.10234711
8180	10.10003288
8185	10.09807714
8190	10.0962539
8195	10.09426734
8200	10.09194695
8205	10.08965224
8210	10.08755679
8215	10.08487895
8220	10.08234798
8225	10.0803871
8230	10.07862344
8235	10.07682793
8240	10.07461745
8245	10.07274491
8250	10.0708323
8255	10.06887245
8260	10.06669792
8265	10.06444121
8270	10.06247211
8275	10.06001203
8280	10.05806347
8285	10.05613341
8290	10.05400099
8295	10.05229485
8300	10.05063596
8305	10.04839979
8310	10.04678096
8315	10.04475845
8320	10.04292905
8325	10.04073089
8330	10.03882959
8335	10.03640751
8340	10.03391147
8345	10.03182219
8350	10.02963944
8355	10.02702425
8360	10.02514041
8365	10.02322472
8370	10.02137683
8375	10.0196296
8380	10.01796866
8385	10.01627279
8390	10.01454816
8395	10.01292111
8400	10.01095715
8405	10.0092695
8410	10.00732505
8415	10.00508273
8420	10.00332728
8425	10.00091239
8430	9.99879127
8435	9.996336318
8440	9.994535677
8445	9.992964097
8450	9.991417169
8455	9.989921599
8460	9.988357209
8465	9.98663258
8470	9.984258775
8475	9.982409857
8480	9.980570183
8485	9.9785487
8490	9.976091693
8495	9.974498542
8500	9.972102139
8505	9.970107362
8510	9.968341645
8515	9.966569765
8520	9.964749608
8525	9.962946913
8530	9.960594679
8535	9.95870981
8540	9.956793098
8545	9.954800375
8550	9.953195925
8555	9.950888887
8560	9.948893082
8565	9.946814077
8570	9.944974403
8575	9.943474725
8580	9.941709009
8585	9.939788188
8590	9.938252559
8595	9.936339956
8600	9.934372913
8605	9.932434631
8610	9.930507647
8615	9.928533414
8620	9.927024491
8625	9.92559158
8630	9.923898793
8635	9.921787945
8640	9.919953407
8645	9.918486599
8650	9.916602757
8655	9.915086644
8660	9.913335308
8665	9.911906505
8670	9.910105865
8675	9.908502442
8680	9.906811709
8685	9.905092215
8690	9.903533988
8695	9.901587489
8700	9.900064186
8705	9.897619505
8710	9.895772642
8715	9.893891881
8720	9.892266888
8725	9.889946496
8730	9.888143801
8735	9.885963105
8740	9.88438947
8745	9.882876439
8750	9.880740938
8755	9.879284402
8760	9.877548473
8765	9.875849523
8770	9.873458256
8775	9.871490186
8780	9.869931959
8785	9.868430226
8790	9.86698088
8795	9.865126826
8800	9.863747328
8805	9.861546088
8810	9.859666355
8815	9.858147161
8820	9.856399933
8825	9.854518146
8830	9.852727777
8835	9.850664179
8840	9.849034049
8845	9.847263197
8850	9.845492344
8855	9.844015264
8860	9.842431358
8865	9.841092947
8870	9.839409404
8875	9.83772278
8880	9.835904677
8885	9.834139988
8890	9.832085635
8895	9.830374358
8900	9.828293298
8905	9.826192722
8910	9.824947784
8915	9.823393666
8920	9.821407106
8925	9.819832444
8930	9.818030777
8935	9.816335935
8940	9.814138804
8945	9.812208739
8950	9.810522115
8955	9.808300332
8960	9.806562349
8965	9.804756573
8970	9.803376047
8975	9.801250819
8980	9.799483048
8985	9.797589961
8990	9.795874576
8995	9.794300941
9000	9.792920416
9005	9.791060199
9010	9.789311944
9015	9.787449673
9020	9.786051686
9025	9.784460589
9030	9.783060547
9035	9.781006194
9040	9.779422288
9045	9.777339173
9050	9.775360831
9055	9.773340375
9060	9.771603419
9065	9.769995887
9070	9.768402736
9075	9.766753091
9080	9.765333533
9085	9.762980271
9090	9.761363495
9095	9.759509441
9100	9.757438653
9105	9.755444903
9110	9.753791149
9115	9.752208269
9120	9.750526781
9125	9.749193506
9130	9.74728912
9135	9.74515362
9140	9.743718654
9145	9.742027921
9150	9.740295074
9155	9.738952555
9160	9.736880739
9165	9.734555211
9170	9.733065805
9175	9.731680144
9180	9.730307836
9185	9.729145072
9190	9.72762485
9195	9.725810856
9200	9.723522307
9205	9.721073518
9210	9.719662177
9215	9.718152227
9220	9.716149233
9225	9.714612577
9230	9.713055377
9235	9.710776072
9240	9.708929208
9245	9.707359682
9250	9.705672031
9255	9.704248364
9260	9.702642887
9265	9.700821703
9270	9.69951308
9275	9.698000049
9280	9.696181946
9285	9.694560034
9290	9.693231895
9295	9.691628472
9300	9.689901788
9305	9.688213109
9310	9.685973864
9315	9.684183495
9320	9.682699225
9325	9.681094775
9330	9.679331113
9335	9.677933125
9340	9.676319431
9345	9.674841324
9350	9.673072525
9355	9.671235934
9360	9.669552391
9365	9.667978756
9370	9.666498595
9375	9.664787319
9380	9.662747346
9385	9.661030934
9390	9.659631919
9395	9.657847713
9400	9.655984415
9405	9.654394345
9410	9.652685123
9415	9.651390881
9420	9.649973377
9425	9.648708922
9430	9.646801455
9435	9.645387033
9440	9.644181128
9445	9.642871477
9450	9.641424186
9455	9.639207538
9460	9.637366838
9465	9.634854364
9470	9.63344405
9475	9.63199984
9480	9.630590553
9485	9.628970696
9490	9.627475127
9495	9.626080221
9500	9.624943136
9505	9.623476328
9510	9.621560643
9515	9.620138004
9520	9.6187205
9525	9.616882881
9530	9.615355469
9535	9.61380546
9540	9.61203358
9545	9.610645864
9550	9.609077366
9555	9.607198659
9560	9.605761639
9565	9.604034955
9570	9.602426397
9575	9.60070793
9580	9.598926806
9585	9.597764042
9590	9.596482125
9595	9.595374829
9600	9.593811466
9605	9.59197282
9610	9.590484441
9615	9.588866638
9620	9.587386476
9625	9.585920695
9630	9.5846963
9635	9.582979888
9640	9.580886502
9645	9.579121813
9650	9.57777313
9655	9.576618583
9660	9.575190808
9665	9.573657233
9670	9.571835022
9675	9.57056954
9680	9.568954818
9685	9.566333463
9690	9.564622187
9695	9.563213928
9700	9.560945922
9705	9.559646543
9710	9.557864392
9715	9.556667731
9720	9.554642139
9725	9.552617574
9730	9.550849803
9735	9.54955556
9740	9.547873045
9745	9.546201828
9750	9.544565536
9755	9.543054559
9760	9.541211804
9765	9.539751159
9770	9.538323383
9775	9.536513498
9780	9.535218228
9785	9.53310019
9790	9.531619001
9795	9.530165546
9800	9.528682303
9805	9.527208305
9810	9.525524762
9815	9.523642974
9820	9.521841307
9825	9.519978008
9830	9.518606727
9835	9.516629412
9840	9.515043451
9845	9.513192479
9850	9.51111861
9855	9.50864825
9860	9.507046881
9865	9.505829677
9870	9.504075259
9875	9.502939202
9880	9.500896147
9885	9.499591633
9890	9.497667731
9895	9.495653438
9900	9.493538481
9905	9.492130222
9910	9.490670604
9915	9.488960355
9920	9.487177176
9925	9.485648737
9930	9.484194255
9935	9.482420321
9940	9.481023361
9945	9.478911485
9950	9.477422079
9955	9.475900831
9960	9.474310761
9965	9.472766915
9970	9.471424395
9975	9.46988363
9980	9.468519539
9985	9.466263859
9990	9.464514577
9995	9.463315862
9999	9.461935337
