iter	MAE
800	33.43236703
805	33.36364069
810	33.29546698
815	33.22736517
820	33.15915447
825	33.09156625
830	33.02364317
835	32.95586594
840	32.88827566
845	32.82036696
850	32.75307662
855	32.68555824
860	32.61852469
865	32.55175205
870	32.48546834
875	32.41871007
880	32.35218601
885	32.28650422
890	32.22005411
895	32.15418743
900	32.08830638
905	32.02244176
910	31.95691199
915	31.89159588
920	31.8263147
925	31.76093491
930	31.69605021
935	31.63149832
940	31.56732443
945	31.50247672
950	31.43752217
955	31.37345922
960	31.30921754
965	31.24492244
970	31.1806746
975	31.11652536
980	31.05242337
985	30.98893153
990	30.92575195
995	30.86222518
1000	30.79915448
1005	30.7360694
1010	30.67317332
1015	30.61019712
1020	30.54746949
1025	30.48471516
1030	30.42231213
1035	30.36013712
1040	30.29828465
1045	30.23598844
1050	30.17425307
1055	30.11244785
1060	30.05079055
1065	29.98882098
1070	29.9268473
1075	29.86508728
1080	29.80335602
1085	29.74186717
1090	29.68083233
1095	29.61976873
1100	29.55896809
1105	29.49822087
1110	29.43793176
1115	29.37823842
1120	29.31840538
1125	29.25864835
1130	29.19911935
1135	29.13974854
1140	29.08057495
1145	29.02144655
1150	28.96285434
1155	28.90414914
1160	28.84544188
1165	28.78730369
1170	28.72901552
1175	28.67092046
1180	28.61273912
1185	28.55454751
1190	28.49669898
1195	28.43924898
1200	28.38147852
1205	28.32407783
1210	28.26657237
1215	28.20908746
1220	28.15191275
1225	28.09482433
1230	28.03792285
1235	27.98082621
1240	27.92414044
1245	27.86739303
1250	27.81071754
1255	27.75441182
1260	27.69805885
1265	27.64188873
1270	27.58596307
1275	27.53020586
1280	27.47459246
1285	27.41915574
1290	27.36357932
1295	27.30811794
1300	27.25282913
1305	27.19765742
1310	27.14253296
1315	27.08775979
1320	27.03324342
1325	26.97894275
1330	26.92479616
1335	26.8708057
1340	26.81682346
1345	26.7632829
1350	26.71001968
1355	26.65725157
1360	26.60467656
1365	26.55228644
1370	26.50018598
1375	26.44808142
1380	26.39597275
1385	26.34371411
1390	26.29184374
1395	26.24003501
1400	26.18842349
1405	26.13678937
1410	26.08569966
1415	26.03438397
1420	25.98340519
1425	25.93240998
1430	25.88165923
1435	25.83078728
1440	25.78012282
1445	25.72955697
1450	25.67896236
1455	25.6288916
1460	25.57862569
1465	25.52844605
1470	25.47858895
1475	25.42860243
1480	25.37862412
1485	25.32871566
1490	25.27916466
1495	25.2298684
1500	25.18058035
1505	25.1311711
1510	25.08160777
1515	25.0322848
1520	24.98301525
1525	24.93366968
1530	24.8847165
1535	24.83569141
1540	24.78687381
1545	24.73839518
1550	24.68980356
1555	24.64153242
1560	24.59354273
1565	24.54562289
1570	24.49778932
1575	24.45014065
1580	24.40306515
1585	24.35590952
1590	24.30883196
1595	24.2618715
1600	24.21543695
1605	24.1689531
1610	24.12302598
1615	24.07694888
1620	24.03101971
1625	23.98532062
1630	23.93974479
1635	23.89428195
1640	23.84855821
1645	23.80341585
1650	23.75843578
1655	23.71313729
1660	23.66790454
1665	23.6230991
1670	23.57821353
1675	23.53349231
1680	23.48861702
1685	23.44389991
1690	23.39923211
1695	23.3546588
1700	23.3102745
1705	23.26592512
1710	23.22180378
1715	23.17764751
1720	23.13353027
1725	23.08966161
1730	23.04564298
1735	23.00221395
1740	22.95840898
1745	22.9148423
1750	22.87155913
1755	22.82819585
1760	22.78493322
1765	22.74183083
1770	22.69887636
1775	22.65598762
1780	22.61335979
1785	22.57095178
1790	22.52839996
1795	22.48580705
1800	22.44340109
1805	22.40125809
1810	22.35940064
1815	22.31750826
1820	22.27617878
1825	22.23511432
1830	22.19381976
1835	22.15333257
1840	22.11237081
1845	22.07181377
1850	22.03119099
1855	21.99045111
1860	21.95002965
1865	21.90982596
1870	21.86976196
1875	21.82936105
1880	21.78931349
1885	21.74936659
1890	21.70971551
1895	21.67040957
1900	21.6308078
1905	21.59120398
1910	21.5515262
1915	21.51200455
1920	21.47275613
1925	21.43373163
1930	21.39486327
1935	21.35593738
1940	21.3170608
1945	21.27851908
1950	21.23996298
1955	21.20162874
1960	21.16325342
1965	21.12517598
1970	21.08694241
1975	21.04883211
1980	21.01089436
1985	20.9732997
1990	20.93582008
1995	20.89827061
2000	20.86073757
2005	20.82343462
2010	20.78618509
2015	20.74907936
2020	20.71225302
2025	20.67537122
2030	20.63867225
2035	20.60213558
2040	20.56561945
2045	20.52937449
2050	20.49309667
2055	20.45709002
2060	20.42124566
2065	20.38540952
2070	20.34998014
2075	20.31464321
2080	20.27932477
2085	20.24420149
2090	20.20901042
2095	20.17404122
2100	20.13886453
2105	20.10422197
2110	20.06968623
2115	20.03518542
2120	20.00069078
2125	19.96635021
2130	19.93185351
2135	19.89748212
2140	19.86313539
2145	19.82927348
2150	19.79535611
2155	19.76122714
2160	19.72737345
2165	19.69376423
2170	19.66009954
2175	19.62665261
2180	19.59313173
2185	19.56000939
2190	19.52686035
2195	19.49362297
2200	19.46059513
2205	19.42751182
2210	19.39461957
2215	19.36162871
2220	19.32853103
2225	19.29560591
2230	19.26281226
2235	19.23011312
2240	19.19753108
2245	19.16527362
2250	19.13304698
2255	19.10113671
2260	19.06913605
2265	19.0374949
2270	19.00564626
2275	18.97408934
2280	18.94237423
2285	18.91104945
2290	18.87983561
2295	18.84894841
2300	18.81828102
2305	18.78754173
2310	18.75690105
2315	18.72657675
2320	18.69662017
2325	18.6664561
2330	18.63628586
2335	18.60673604
2340	18.57695819
2345	18.54747411
2350	18.51772708
2355	18.48805605
2360	18.45838708
2365	18.42820042
2370	18.39856842
2375	18.36898984
2380	18.33994951
2385	18.31045926
2390	18.28117446
2395	18.25224711
2400	18.22320472
2405	18.19473754
2410	18.16603412
2415	18.1371684
2420	18.1085492
2425	18.08054426
2430	18.05212434
2435	18.02403722
2440	17.99619046
2445	17.96832726
2450	17.94038601
2455	17.91274263
2460	17.88498626
2465	17.85729358
2470	17.82955364
2475	17.80190821
2480	17.77465311
2485	17.74722133
2490	17.71978133
2495	17.69272961
2500	17.66572308
2505	17.63870011
2510	17.61166071
2515	17.58480621
2520	17.55808934
2525	17.53105405
2530	17.50425091
2535	17.47785247
2540	17.45088497
2545	17.42516447
2550	17.3986818
2555	17.37226898
2560	17.34635947
2565	17.32030617
2570	17.29426518
2575	17.26815435
2580	17.24218938
2585	17.21644114
2590	17.19072886
2595	17.165146
2600	17.1394635
2605	17.11417544
2610	17.088911
2615	17.06396499
2620	17.03897583
2625	17.01378227
2630	16.98907456
2635	16.96426311
2640	16.9395893
2645	16.91508395
2650	16.89085593
2655	16.86666284
2660	16.84253754
2665	16.8183804
2670	16.79450368
2675	16.77033421
2680	16.74632601
2685	16.72238253
2690	16.69871843
2695	16.67514473
2700	16.6516799
2705	16.62787611
2710	16.6044308
2715	16.58124845
2720	16.55757511
2725	16.53477076
2730	16.51196128
2735	16.48915282
2740	16.46594274
2745	16.44317845
2750	16.42018407
2755	16.39749785
2760	16.37494721
2765	16.35297899
2770	16.33066255
2775	16.30868199
2780	16.28656585
2785	16.26459762
2790	16.24229865
2795	16.22052969
2800	16.19914901
2805	16.17748585
2810	16.15598294
2815	16.13453138
2820	16.11300689
2825	16.09178645
2830	16.07104056
2835	16.05033371
2840	16.02939882
2845	16.00890973
2850	15.98852438
2855	15.96809692
2860	15.94752565
2865	15.92721837
2870	15.9065639
2875	15.88599983
2880	15.86583635
2885	15.84563487
2890	15.8262582
2895	15.8065436
2900	15.78696048
2905	15.76724793
2910	15.7477326
2915	15.72785879
2920	15.70826642
2925	15.68924414
2930	15.66988597
2935	15.65044665
2940	15.63144799
2945	15.61214426
2950	15.59328324
2955	15.57465642
2960	15.55642917
2965	15.53773455
2970	15.51914677
2975	15.50077366
2980	15.4821078
2985	15.46385282
2990	15.44519518
2995	15.42693917
3000	15.40888243
3005	15.39090376
3010	15.37303602
3015	15.3552217
3020	15.33788912
3025	15.32048156
3030	15.30305037
3035	15.28556885
3040	15.26818286
3045	15.25059862
3050	15.23335232
3055	15.21607418
3060	15.19888644
3065	15.18203458
3070	15.16513752
3075	15.14803811
3080	15.13066958
3085	15.1139718
3090	15.09739625
3095	15.08064197
3100	15.06387537
3105	15.04691052
3110	15.03033291
3115	15.01384878
3120	14.99718181
3125	14.98069255
3130	14.96413959
3135	14.94809099
3140	14.93204546
3145	14.91633685
3150	14.90025126
3155	14.88423347
3160	14.86873748
3165	14.85315829
3170	14.83711379
3175	14.82158185
3180	14.80563391
3185	14.79033822
3190	14.77444061
3195	14.75876178
3200	14.74327196
3205	14.72783041
3210	14.71256657
3215	14.69728526
3220	14.68204299
3225	14.66701539
3230	14.65183989
3235	14.6367219
3240	14.62198808
3245	14.60681462
3250	14.59217427
3255	14.57700904
3260	14.56217969
3265	14.54722297
3270	14.53262063
3275	14.51794844
3280	14.50351455
3285	14.48933232
3290	14.47449475
3295	14.46032588
3300	14.4466141
3305	14.43229115
3310	14.41840783
3315	14.40484807
3320	14.39121538
3325	14.37768849
3330	14.36438963
3335	14.35083809
3340	14.33784123
3345	14.32451053
3350	14.31106479
3355	14.29781832
3360	14.28472079
3365	14.27140652
3370	14.25834905
3375	14.24524125
3380	14.23220638
3385	14.21935948
3390	14.20598872
3395	14.19312128
3400	14.18040689
3405	14.16802325
3410	14.15547526
3415	14.14306799
3420	14.13053952
3425	14.11822059
3430	14.10608039
3435	14.09407372
3440	14.08209273
3445	14.06961356
3450	14.05772296
3455	14.04582415
3460	14.03369525
3465	14.0221128
3470	14.01067519
3475	13.99860997
3480	13.987272
3485	13.97601311
3490	13.96489906
3495	13.95369976
3500	13.94291543
3505	13.9316699
3510	13.92048908
3515	13.90931853
3520	13.89801754
3525	13.88668059
3530	13.87549977
3535	13.86479453
3540	13.85388797
3545	13.8432947
3550	13.83292227
3555	13.82225401
3560	13.81147071
3565	13.80106028
3570	13.79035299
3575	13.7802733
3580	13.7695691
3585	13.75906005
3590	13.74919299
3595	13.7390753
3600	13.72909423
3605	13.71878959
3610	13.70868114
3615	13.69812485
3620	13.68840262
3625	13.6784236
3630	13.66909787
3635	13.65950712
3640	13.64976435
3645	13.64055982
3650	13.63002304
3655	13.62026075
3660	13.61006397
3665	13.60033661
3670	13.59147413
3675	13.58169849
3680	13.5724806
3685	13.56325347
3690	13.5544742
3695	13.54548537
3700	13.53640205
3705	13.52726326
3710	13.51843673
3715	13.50908634
3720	13.50020948
3725	13.49132132
3730	13.48203667
3735	13.47372065
3740	13.46448222
3745	13.45578512
3750	13.44731605
3755	13.43818034
3760	13.42990232
3765	13.42034341
3770	13.41147785
3775	13.40263694
3780	13.39390902
3785	13.38546974
3790	13.37709414
3795	13.36776019
3800	13.3596876
3805	13.35143424
3810	13.34334214
3815	13.33489772
3820	13.32674708
3825	13.31803765
3830	13.30989624
3835	13.30136862
3840	13.29357441
3845	13.2857617
3850	13.27740254
3855	13.26945322
3860	13.2616703
3865	13.25397264
3870	13.24573263
3875	13.23765902
3880	13.22964601
3885	13.22175113
3890	13.21433595
3895	13.20678825
3900	13.19883277
3905	13.19067699
3910	13.18381545
3915	13.17614449
3920	13.16881867
3925	13.16156372
3930	13.15448852
3935	13.14677956
3940	13.13991186
3945	13.13316742
3950	13.12659862
3955	13.11862465
3960	13.11177544
3965	13.10537921
3970	13.0979671
3975	13.09076865
3980	13.08346234
3985	13.07693566
3990	13.06975467
3995	13.06281814
4000	13.05651128
4005	13.05008423
4010	13.04387803
4015	13.03737703
4020	13.03034293
4025	13.02367963
4030	13.01741694
4035	13.01147266
4040	13.00493879
4045	12.9989483
4050	12.99257056
4055	12.98635511
4060	12.98040571
4065	12.97455902
4070	12.96789778
4075	12.9613598
4080	12.95571443
4085	12.9490912
4090	12.94307605
4095	12.93671988
4100	12.93017574
4105	12.92397057
4110	12.91825433
4115	12.91253193
4120	12.90618603
4125	12.90035372
4130	12.89501138
4135	12.88999362
4140	12.88433798
4145	12.87818314
4150	12.87256654
4155	12.8667558
4160	12.86108168
4165	12.85528224
4170	12.84960709
4175	12.84414148
4180	12.83854131
4185	12.83246351
4190	12.82689107
4195	12.82116456
4200	12.81561986
4205	12.8102919
4210	12.8047472
4215	12.79968219
4220	12.7942022
4225	12.78865956
4230	12.7833131
4235	12.77818544
4240	12.77282255
4245	12.76734256
4250	12.76148971
4255	12.75600664
4260	12.75064375
4265	12.74524594
4270	12.73965296
4275	12.734363
4280	12.72889123
4285	12.72415184
4290	12.71908272
4295	12.71422623
4300	12.70871851
4305	12.70346655
4310	12.69886891
4315	12.69411514
4320	12.68943121
4325	12.68429225
4330	12.67958675
4335	12.67464295
4340	12.66992615
4345	12.6651241
4350	12.6604751
4355	12.65522418
4360	12.6502927
4365	12.64552557
4370	12.64055301
4375	12.63538837
4380	12.63053496
4385	12.62569182
4390	12.62085587
4395	12.61636197
4400	12.61172735
4405	12.60709479
4410	12.60246119
4415	12.59750404
4420	12.59303479
4425	12.58835395
4430	12.58343583
4435	12.57845299
4440	12.57362321
4445	12.56879856
4450	12.56457686
4455	12.559782
4460	12.55502823
4465	12.55032479
4470	12.54504304
4475	12.54081313
4480	12.53563513
4485	12.53162914
4490	12.52748757
4495	12.52342817
4500	12.51914381
4505	12.51375935
4510	12.50986943
4515	12.50557378
4520	12.50093094
4525	12.49658701
4530	12.49223384
4535	12.48793716
4540	12.48301596
4545	12.47851281
4550	12.47298968
4555	12.46800274
4560	12.4634318
4565	12.45889477
4570	12.45438546
4575	12.44975392
4580	12.44337207
4585	12.43843135
4590	12.43391588
4595	12.4295473
4600	12.42485105
4605	12.42051636
4610	12.4153322
4615	12.41030315
4620	12.40636701
4625	12.40192549
4630	12.39660985
4635	12.39182013
4640	12.38776381
4645	12.38146824
4650	12.37694353
4655	12.37201925
4660	12.36622186
4665	12.36158827
4670	12.35774868
4675	12.35286959
4680	12.34857188
4685	12.34348531
4690	12.33915473
4695	12.33520934
4700	12.33150226
4705	12.326919
4710	12.32277434
4715	12.31864715
4720	12.31397555
4725	12.30924334
4730	12.30527536
4735	12.30011174
4740	12.29516794
4745	12.29101199
4750	12.28675126
4755	12.28178075
4760	12.27760117
4765	12.27299531
4770	12.26809362
4775	12.26433313
4780	12.25984539
4785	12.25590822
4790	12.25123971
4795	12.24703034
4800	12.24208037
4805	12.23666099
4810	12.23218558
4815	12.22747803
4820	12.22210076
4825	12.21835567
4830	12.21358649
4835	12.2085071
4840	12.20441483
4845	12.19987676
4850	12.19562425
4855	12.19087972
4860	12.1867741
4865	12.18195664
4870	12.17726244
4875	12.17318044
4880	12.16782885
4885	12.16362051
4890	12.15976552
4895	12.15508364
4900	12.15083216
4905	12.14629512
4910	12.14257161
4915	12.13884398
4920	12.13441069
4925	12.12966513
4930	12.12512193
4935	12.12186064
4940	12.11637757
4945	12.11153546
4950	12.1066574
4955	12.10199813
4960	12.09803836
4965	12.09367183
4970	12.08955183
4975	12.08430398
4980	12.07992205
4985	12.0762314
4990	12.07160397
4995	12.06748602
5000	12.0622618
5005	12.05828663
5010	12.05457338
5015	12.05051193
5020	12.04692708
5025	12.04203361
5030	12.03825976
5035	12.03461842
5040	12.03115375
5045	12.02698855
5050	12.02258299
5055	12.01857495
5060	12.01420534
5065	12.00950601
5070	12.00496897
5075	12.00060655
5080	11.99648243
5085	11.99195361
5090	11.98839444
5095	11.98407209
5100	11.97990791
5105	11.97574066
5110	11.97199968
5115	11.96818372
5120	11.96469645
5125	11.96032582
5130	11.95611747
5135	11.95131337
5140	11.9471646
5145	11.94358284
5150	11.93963129
5155	11.9355082
5160	11.93091569
5165	11.92668886
5170	11.92161872
5175	11.91781097
5180	11.91304179
5185	11.90848113
5190	11.9034798
5195	11.89969466
5200	11.89573181
5205	11.89194872
5210	11.88808243
5215	11.88421305
5220	11.87993486
5225	11.87566283
5230	11.87123262
5235	11.86660519
5240	11.86295974
5245	11.85861581
5250	11.85449272
5255	11.85024946
5260	11.84631948
5265	11.84175779
5270	11.83752376
5275	11.83353626
5280	11.8301548
5285	11.82574616
5290	11.82106737
5295	11.81748252
5300	11.81382372
5305	11.80926613
5310	11.80603875
5315	11.80236145
5320	11.79865232
5325	11.79537973
5330	11.79184419
5335	11.78777863
5340	11.78415269
5345	11.78006967
5350	11.77614791
5355	11.77216246
5360	11.7680743
5365	11.76433435
5370	11.7607002
5375	11.75692635
5380	11.75268103
5385	11.74830525
5390	11.74368501
5395	11.73941299
5400	11.73521492
5405	11.73079395
5410	11.72638941
5415	11.72214923
5420	11.71776421
5425	11.71395749
5430	11.70946771
5435	11.705019
5440	11.70068945
5445	11.69769934
5450	11.6948027
5455	11.69100112
5460	11.68735876
5465	11.68370612
5470	11.6789811
5475	11.67471318
5480	11.67118689
5485	11.6681372
5490	11.66450202
5495	11.66049295
5500	11.65599597
5505	11.6519037
5510	11.64811547
5515	11.64466518
5520	11.64057702
5525	11.63636252
5530	11.63325839
5535	11.6290028
5540	11.62537789
5545	11.62151673
5550	11.61746452
5555	11.61346572
5560	11.61060709
5565	11.60556468
5570	11.60220581
5575	11.59893939
5580	11.59507515
5585	11.59123351
5590	11.5873477
5595	11.58452605
5600	11.58062277
5605	11.57735122
5610	11.5734274
5615	11.56991446
5620	11.56677746
5625	11.56265437
5630	11.55846041
5635	11.55394802
5640	11.55108734
5645	11.54697863
5650	11.5434246
5655	11.53956139
5660	11.53495655
5665	11.53185345
5670	11.52755369
5675	11.52310294
5680	11.51949446
5685	11.51518546
5690	11.51182351
5695	11.50769529
5700	11.50400464
5705	11.4999853
5710	11.49606148
5715	11.49223217
5720	11.48931704
5725	11.48387403
5730	11.47939862
5735	11.47424117
5740	11.4713055
5745	11.46654967
5750	11.46317437
5755	11.45801075
5760	11.45449164
5765	11.44882985
5770	11.44517207
5775	11.44181423
5780	11.43806606
5785	11.43348485
5790	11.42899507
5795	11.42548623
5800	11.42086804
5805	11.41595506
5810	11.41145705
5815	11.40771197
5820	11.4039412
5825	11.39906006
5830	11.39481474
5835	11.39049546
5840	11.38634155
5845	11.38306897
5850	11.3789428
5855	11.37500666
5860	11.3710623
5865	11.36740247
5870	11.36348687
5875	11.36006535
5880	11.35674962
5885	11.35326339
5890	11.34942072
5895	11.34437728
5900	11.34098143
5905	11.33680288
5910	11.33269623
5915	11.32796402
5920	11.32437096
5925	11.32073167
5930	11.31763782
5935	11.31347364
5940	11.31001822
5945	11.30645186
5950	11.30244177
5955	11.2992719
5960	11.29483758
5965	11.29101443
5970	11.28679992
5975	11.28322534
5980	11.27931899
5985	11.27531095
5990	11.27177233
5995	11.26803238
6000	11.26440644
6005	11.26168545
6010	11.25848785
6015	11.25529436
6020	11.25129864
6025	11.2477405
6030	11.24511606
6035	11.24232933
6040	11.23826582
6045	11.23513499
6050	11.23152652
6055	11.22768179
6060	11.223683
6065	11.22013615
6070	11.21672593
6075	11.21330235
6080	11.20945557
6085	11.20575568
6090	11.20230745
6095	11.19903897
6100	11.1963714
6105	11.19233973
6110	11.18902914
6115	11.18510224
6120	11.18251067
6125	11.17928123
6130	11.17584943
6135	11.17120865
6140	11.16773166
6145	11.16514214
6150	11.16179458
6155	11.15777318
6160	11.15388326
6165	11.15098662
6170	11.14804273
6175	11.14451336
6180	11.14098295
6185	11.13805241
6190	11.13375984
6195	11.13041638
6200	11.12754645
6205	11.12512848
6210	11.1219771
6215	11.11850113
6220	11.11522649
6225	11.11236273
6230	11.1083968
6235	11.10472361
6240	11.10146233
6245	11.09749126
6250	11.09375337
6255	11.09074066
6260	11.08715273
6265	11.08335731
6270	11.08011246
6275	11.07795128
6280	11.07446402
6285	11.07088533
6290	11.06767335
6295	11.06369818
6300	11.05977847
6305	11.05672159
6310	11.05340279
6315	11.05026887
6320	11.04744105
6325	11.04354497
6330	11.04065039
6335	11.03722064
6340	11.03406413
6345	11.03040944
6350	11.02688519
6355	11.02425768
6360	11.02101796
6365	11.01812543
6370	11.01491345
6375	11.01124746
6380	11.00781771
6385	11.00450096
6390	11.00201006
6395	10.99862037
6400	10.99500163
6405	10.99233713
6410	10.98885911
6415	10.98581764
6420	10.98319423
6425	10.98045886
6430	10.97789503
6435	10.9755202
6440	10.97209045
6445	10.96845117
6450	10.96400349
6455	10.96112945
6460	10.95803046
6465	10.95519032
6470	10.9519619
6475	10.94840068
6480	10.94388418
6485	10.94080163
6490	10.93817
6495	10.93468171
6500	10.93094792
6505	10.92865629
6510	10.92622188
6515	10.92317014
6520	10.91959146
6525	10.91582583
6530	10.91348695
6535	10.91029551
6540	10.90797614
6545	10.90503225
6550	10.90145768
6555	10.8989411
6560	10.89521039
6565	10.89224185
6570	10.88884806
6575	10.88644857
6580	10.88414975
6585	10.88091004
6590	10.87816439
6595	10.87434638
6600	10.87188526
6605	10.86761221
6610	10.86467346
6615	10.86218461
6620	10.85946053
6625	10.85642728
6630	10.85390556
6635	10.85034537
6640	10.84714982
6645	10.84371494
6650	10.84050091
6655	10.83614876
6660	10.8331453
6665	10.83024558
6670	10.82747425
6675	10.8251816
6680	10.82235275
6685	10.81977762
6690	10.8170104
6695	10.81425757
6700	10.80983558
6705	10.80708788
6710	10.80354309
6715	10.80083545
6720	10.79865681
6725	10.79631485
6730	10.79342129
6735	10.78957452
6740	10.78659365
6745	10.78401955
6750	10.78114756
6755	10.77744048
6760	10.77459212
6765	10.77151881
6770	10.76860881
6775	10.76591556
6780	10.76276418
6785	10.76028663
6790	10.75815524
6795	10.75537159
6800	10.75273893
6805	10.75027679
6810	10.74765749
6815	10.74438902
6820	10.74218778
6825	10.7382958
6830	10.73490407
6835	10.73228066
6840	10.72925049
6845	10.72725468
6850	10.72402421
6855	10.72127446
6860	10.71901878
6865	10.71581912
6870	10.71247258
6875	10.70982658
6880	10.70783796
6885	10.70514573
6890	10.702321
6895	10.69941203
6900	10.69618362
6905	10.69342667
6910	10.69047046
6915	10.68812747
6920	10.68482304
6925	10.68167166
6930	10.67877913
6935	10.67648442
6940	10.67401612
6945	10.67114824
6950	10.66834918
6955	10.66465648
6960	10.66208032
6965	10.65926483
6970	10.65643599
6975	10.6541875
6980	10.65155998
6985	10.64889137
6990	10.64660591
6995	10.6437103
7000	10.64127383
7005	10.63886202
7010	10.63616671
7015	10.6341781
7020	10.63090346
7025	10.62767401
7030	10.62529302
7035	10.62197626
7040	10.61949871
7045	10.61711156
7050	10.61478295
7055	10.61225096
7060	10.6079399
7065	10.60576023
7070	10.60287489
7075	10.60033365
7080	10.59758082
7085	10.59492762
7090	10.59154205
7095	10.58865363
7100	10.5860333
7105	10.58364717
7110	10.58108025
7115	10.57878246
7120	10.57639941
7125	10.57384688
7130	10.57098516
7135	10.56849323
7140	10.56594378
7145	10.56343849
7150	10.56106777
7155	10.55754866
7160	10.55472598
7165	10.55220734
7170	10.54941034
7175	10.54630827
7180	10.5437732
7185	10.5410481
7190	10.53850173
7195	10.5360478
7200	10.5332015
7205	10.53104853
7210	10.52780676
7215	10.52511761
7220	10.52212339
7225	10.51965509
7230	10.51715597
7235	10.51454899
7240	10.51146233
7245	10.50928882
7250	10.50626071
7255	10.50350685
7260	10.50070676
7265	10.49850655
7270	10.49541064
7275	10.49319194
7280	10.49077602
7285	10.48806633
7290	10.48539669
7295	10.48277637
7300	10.48023821
7305	10.4780267
7310	10.47580389
7315	10.4732832
7320	10.47131718
7325	10.46882423
7330	10.46634257
7335	10.46320351
7340	10.46055854
7345	10.45747701
7350	10.45522543
7355	10.45173714
7360	10.44980605
7365	10.44748463
7370	10.44489101
7375	10.44202108
7380	10.43982292
7385	10.43773775
7390	10.4354225
7395	10.43363007
7400	10.43111041
7405	10.42918445
7410	10.42669663
7415	10.42472445
7420	10.42250267
7425	10.41986899
7430	10.41678335
7435	10.41368436
7440	10.41065829
7445	10.40860908
7450	10.40698511
7455	10.40515982
7460	10.40308081
7465	10.40090731
7470	10.39842667
7475	10.39624187
7480	10.39400571
7485	10.39185069
7490	10.38963507
7495	10.38768857
7500	10.38557567
7505	10.38317413
7510	10.38105609
7515	10.37903358
7520	10.37662485
7525	10.3741966
7530	10.37190292
7535	10.37010741
7540	10.36827493
7545	10.36576348
7550	10.36331264
7555	10.36097068
7560	10.3587982
7565	10.35627443
7570	10.35432895
7575	10.35224892
7580	10.35006617
7585	10.34753315
7590	10.34535246
7595	10.34319333
7600	10.34102701
7605	10.3387436
7610	10.33694501
7615	10.33465441
7620	10.33246961
7625	10.32998178
7630	10.32824175
7635	10.32610008
7640	10.32434772
7645	10.32225947
7650	10.31957648
7655	10.31772449
7660	10.31556741
7665	10.31341753
7670	10.31098415
7675	10.30913421
7680	10.30670083
7685	10.30495771
7690	10.30283864
7695	10.30043505
7700	10.29828619
7705	10.29600586
7710	10.29364027
7715	10.29109288
7720	10.28897278
7725	10.28710538
7730	10.2849596
7735	10.28280972
7740	10.28060129
7745	10.27836308
7750	10.27635392
7755	10.27470633
7760	10.2725585
7765	10.27040348
7770	10.26878157
7775	10.26676317
7780	10.26453009
7785	10.26257743
7790	10.26085793
7795	10.2587553
7800	10.25686838
7805	10.25497734
7810	10.25294559
7815	10.25044339
7820	10.24840958
7825	10.24606145
7830	10.24417145
7835	10.2418983
7840	10.23983984
7845	10.23777522
7850	10.23556165
7855	10.23229009
7860	10.22996662
7865	10.22783523
7870	10.22604589
7875	10.22370084
7880	10.22202655
